Unnamed: 0,Question,A,B,C,D,Answer,Subject,Subcategory
18,"In the absence of intervention, imperfect competition, externalities, public goods, and imperfect information all result in which of the following?",Demand curves that should be added vertically,Market failure,Prices that are too low,Quantities of output that are too high,B,high_school_microeconomics,economics
113,Use the following three responses to answer the question: Fiscal policy is not always effective because of I. crowding out. II. rational expectations. III. the balanced budget amendment.,I only,II only,II and III,I and II,D,high_school_macroeconomics,economics
280,Imagine someone who is not looking for work because they are embarrassed in the interview process when their inability to read is revealed. However this person would take just about any job that was offered. According to the Bureau of Labor Statistics this person is,in the labor force and unemployed.,in the labor force and employed.,not in the labor force.,not in the labor force but counted as unemployed.,C,high_school_macroeconomics,economics
309,As the Japanese economy expands in what ways do U.S. net exports the values of the dollar and the yen change? U.S. NET EXPORTS Â Â Â  VALUE OF DOLLAR Â Â Â  VALUE OF YEN,Decrease Â Â Â  Increase Â Â Â  Increase,Increase Â Â Â  Decrease Â Â Â  Increase,Decrease Â Â Â  Decrease Â Â Â  Increase,Increase Â Â Â  Increase Â Â Â  Decrease,D,high_school_macroeconomics,economics
23,A monopoly is less efficient than a perfect competitor because,a monopoly produces more output and sells for a higher price,a monopoly produces less output and sells for a higher price,a monopoly can make profit in the short run but not in the long run,a perfect competitor breaks even in the short run and the monopoly does not,B,high_school_microeconomics,economics
319,The government has just lowered personal income taxes. Which of the following best describes the effects that this policy has on the economy?,Higher disposable income higher consumption higher real GDP lower unemployment,Higher disposable income lower consumption higher real GDP lower unemployment,Lower disposable income higher consumption higher real GDP lower unemployment,Lower disposable income lower consumption lower real GDP higher unemployment,A,high_school_macroeconomics,economics
99,If the economy were experiencing a recessionary gap choose the option below that would be an appropriate fiscal policy to eliminate the gap and the predicted impact of the policy on real GDP and unemployment. FISCAL POLICY Â Â Â  REAL GDP Â Â Â  UNEMPLOYMENT,Increase taxes. Â Â Â  Increase Â Â Â  Decrease,Decrease spending. Â Â Â  Decrease Â Â Â  Increase,Decrease taxes. Â Â Â  Increase Â Â Â  Increase,Decrease taxes. Â Â Â  Increase Â Â Â  Decrease,D,high_school_macroeconomics,economics
41,When a country has a balance of trade deficit,it must make up the difference by shipping gold to its creditors.,its exports exceed its imports.,its currency will appreciate.,its imports exceed its exports.,D,high_school_macroeconomics,economics
238,Which of the following will shift the demand curve for the Mexican peso to the left?,Speculation that the peso will increase in value,An increase in interest rates in Mexico relative to other countries,A lower rate of inflation in Mexico relative to other countries,A decrease in the international demand for Mexican-made textiles,D,high_school_macroeconomics,economics
72,Which one of the following would be a plausible response to a finding of residual non-normality?,Use a logarithmic functional form instead of a linear one,Add lags of the variables on the right hand side of the regression model,Estimate the model in first differenced form,Remove any large outliers from the data.,D,econometrics,economics
